regime_id,tags,true_risky_success_prob,safe_length,risk_total_length_if_successful,risky_samples,observed_successes,observed_failures,observed_success_rate,method,estimated_start_safe_q,estimated_start_risky_q,exact_start_safe_q,exact_start_risky_q,estimated_action,exact_optimal_action,matches_exact_action,policy_regret,risky_action_selected,risky_q_overestimation,risky_q_underestimation,risky_q_calibration_error,safe_q_calibration_error,heldout_long_horizon_value_mse,all_pair_value_mse,mean_abs_q_error
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,trl_log,0.6561000000000001,0.69255,0.6561000000000001,0.69255,risky,risky,True,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,empirical_model_dp,0.6561000000000001,0.69255,0.6561000000000001,0.69255,risky,risky,True,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,posterior_mean_model_dp,0.6561000000000001,0.6627272727272728,0.6561000000000001,0.69255,risky,risky,True,0.0,True,0.0,0.029822727272727168,0.029822727272727168,0.0,0.0002964650206611549,0.00012705643742620925,0.0042603896103895955
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,posterior_lower_q10_model_dp,0.6561000000000001,0.602883,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.08966700000000005,0.08966700000000005,0.0,0.002680056963000003,0.0011485958412857157,0.012809571428571436
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,posterior_trl_log,0.6561000000000001,0.6627272727272728,0.6561000000000001,0.69255,risky,risky,True,0.0,True,0.0,0.029822727272727168,0.029822727272727168,0.0,0.0002964650206611549,0.00012705643742620925,0.0042603896103895955
matched_risk_optimal,matched;risk_optimal,0.95,4,3,20,19,1,0.95,posterior_mc_plus_trl_log,0.6561000000000001,0.662727272727273,0.6561000000000001,0.69255,risky,risky,True,0.0,True,0.0,0.029822727272726945,0.029822727272726945,0.0,0.0002964650206611505,0.00012705643742620735,0.004260389610389611
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,mc_supervised,0.0,0.0,0.6561000000000001,0.36450000000000005,safe,safe,True,0.0,False,0.0,0.36450000000000005,0.36450000000000005,0.6561000000000001,0.36492282000000015,0.15639549428571436,0.2499428571428572
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,trl_raw,0.6561000000000001,0.7290000000000001,0.6561000000000001,0.36450000000000005,risky,safe,False,0.2916000000000001,True,0.36450000000000005,0.0,0.36450000000000005,0.0,0.044286750000000014,0.01898003571428572,0.05207142857142858
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,trl_log,0.6561000000000001,0.7290000000000001,0.6561000000000001,0.36450000000000005,risky,safe,False,0.2916000000000001,True,0.36450000000000005,0.0,0.36450000000000005,0.0,0.044286750000000014,0.01898003571428572,0.05207142857142858
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,empirical_model_dp,0.6561000000000001,0.7290000000000001,0.6561000000000001,0.36450000000000005,risky,safe,False,0.2916000000000001,True,0.36450000000000005,0.0,0.36450000000000005,0.0,0.044286750000000014,0.01898003571428572,0.05207142857142858
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,posterior_mean_model_dp,0.6561000000000001,0.6075,0.6561000000000001,0.36450000000000005,safe,safe,True,0.0,False,0.243,0.0,0.243,0.0,0.019683,0.008435571428571428,0.03471428571428571
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,posterior_lower_q10_model_dp,0.6561000000000001,0.45999900000000005,0.6561000000000001,0.36450000000000005,safe,safe,True,0.0,False,0.095499,0.0,0.095499,0.0,0.003040019667,0.0013028655715714287,0.013642714285714286
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,posterior_trl_log,0.6561000000000001,0.6075,0.6561000000000001,0.36450000000000005,safe,safe,True,0.0,False,0.243,0.0,0.243,0.0,0.019683,0.008435571428571428,0.03471428571428571
lucky_only_safe_optimal,lucky_only;safe_optimal;biased_coverage,0.5,4,3,4,4,0,1.0,posterior_mc_plus_trl_log,0.6561000000000001,0.6075,0.6561000000000001,0.36450000000000005,safe,safe,True,0.0,False,0.243,0.0,0.243,0.0,0.019683,0.008435571428571428,0.03471428571428571
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,mc_supervised,0.0,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.6561000000000001,0.4805112375000002,0.4153762446428572,0.5410928571428572
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,trl_raw,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,trl_log,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,empirical_model_dp,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,posterior_mean_model_dp,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,posterior_lower_q10_model_dp,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,posterior_trl_log,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
no_success_risk_optimal,no_success;risk_optimal;biased_coverage,0.95,4,3,8,0,8,0.0,posterior_mc_plus_trl_log,0.6561000000000001,0.0,0.6561000000000001,0.69255,safe,risky,False,0.03644999999999987,False,0.0,0.69255,0.69255,0.0,0.1598751675,0.2779607860714286,0.3432214285714286
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,mc_supervised,0.0,0.0,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.59778,0.59778,0.5904900000000002,0.4169818946250001,0.20849094731250006,0.3216712500000001
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,trl_raw,0.5904900000000002,0.7290000000000001,0.5904900000000002,0.59778,risky,risky,True,0.0,True,0.13122000000000011,0.0,0.13122000000000011,0.0,0.004304672100000007,0.0021523360500000036,0.016402500000000014
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,trl_log,0.5904900000000002,0.5467500000000001,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.05102999999999991,0.05102999999999991,0.0,0.0006510152249999977,0.00032550761249999885,0.006378749999999989
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,empirical_model_dp,0.5904900000000002,0.5467500000000001,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.05102999999999991,0.05102999999999991,0.0,0.0006510152249999977,0.00032550761249999885,0.006378749999999989
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,posterior_mean_model_dp,0.5904900000000002,0.48600000000000004,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.11177999999999993,0.11177999999999993,0.0,0.0031236920999999965,0.0015618460499999983,0.013972499999999992
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,posterior_lower_q10_model_dp,0.5904900000000002,0.30338550000000003,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.29439449999999995,0.29439449999999995,0.0,0.02166703040756249,0.010833515203781246,0.036799312499999993
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,posterior_trl_log,0.5904900000000002,0.48600000000000004,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.11177999999999993,0.11177999999999993,0.0,0.0031236920999999965,0.0015618460499999983,0.013972499999999992
prior_dependent_risk_optimal,ambiguous;prior_dependent;risk_optimal,0.82,5,3,4,3,1,0.75,posterior_mc_plus_trl_log,0.5904900000000002,0.48600000000000004,0.5904900000000002,0.59778,safe,risky,False,0.007289999999999797,False,0.0,0.11177999999999993,0.11177999999999993,0.0,0.0031236920999999965,0.0015618460499999983,0.013972499999999992
