behavior,gamma,seed,coverage_adequate,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,target_mean_within_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error,soft_greedy_raw_return,sampled_greedy_raw_return
right_biased_random,0.95,8,True,571.8666666666667,29.333333333333332,1.145541274572004e-05,0.0011194199781927672,True,0.0023691363455031153,0.017664406435082363,0.014094456468232671,0.07057926263789721,80.63,2.000000000000001
right_biased_random,0.95,9,True,560.3333333333333,28.0,0.00022576393381940063,0.001109986357111423,True,0.0018961649968464792,0.010392610675234247,0.009232555544562959,0.019316794478589014,81.03,2.000000000000001
right_biased_random,0.99,0,True,536.2666666666667,5.533333333333333,8.26457028174632e-06,0.0006527967354323901,True,0.0010364463968414218,0.0043937067217063724,0.003798335472656141,0.07527139955540142,78.93,0.0
right_biased_random,0.99,1,True,577.6666666666666,6.266666666666667,6.271661384588123e-05,0.0006884356385395232,True,0.001056951098519258,0.004419464230423238,0.013388974136587054,0.15865941468997313,80.96,2.000000000000001
right_biased_random,0.99,2,True,562.4,4.266666666666667,1.3245961228980363e-05,0.0005536115689106342,True,0.0008925382777956828,0.0033454286909618547,0.008410818288855959,0.03469919821102097,79.85,2.000000000000001
right_biased_random,0.99,3,True,587.1333333333333,5.6,5.923751850606118e-05,0.0006667943994523895,True,0.0014660601805058283,0.004293739373702023,0.005593989921025134,0.14478481906827972,80.41,2.000000000000001
right_biased_random,0.99,4,True,560.1333333333333,5.733333333333333,0.00016971834190443458,0.0006206660598217742,True,0.001140628921669935,0.007884320001154452,0.0035136161188566947,0.03672238022373379,79.67,2.000000000000001
right_biased_random,0.99,5,True,573.3333333333334,5.199999999999999,2.862765429101355e-05,0.0006176490598448565,True,0.0006998698715990163,0.004951932400293332,0.004317311937787491,0.08769960464434123,79.37,2.000000000000001
right_biased_random,0.99,6,True,543.1333333333333,6.2,6.650243255956756e-05,0.0006857433784740474,True,0.0007571471090750265,0.005780349011727244,0.0059809026976453865,0.07215394675102545,80.38,2.000000000000001
right_biased_random,0.99,7,True,578.9333333333333,5.933333333333333,0.00011689462404018691,0.0006908559503246536,True,0.0008237097591171175,0.004472822188456922,0.0024608750707767932,0.09427280045795687,79.28,2.000000000000001
right_biased_random,0.99,8,True,562.0,5.0,2.1148823137195905e-08,0.0005771122870463256,True,0.0009870178441521392,0.007192256298234616,0.0025533828323819154,0.09668275847833219,80.63,2.000000000000001
right_biased_random,0.99,9,True,552.4,5.466666666666667,3.924189437098935e-05,0.0005978586941804565,True,0.0009357438636252852,0.007798296740026338,0.009781983826786156,0.14542533367761049,81.03,2.000000000000001
right_biased_random,0.995,0,True,547.2666666666667,2.5999999999999996,3.972159163528888e-05,0.00043347704451836326,True,0.0004358516961215965,0.0029808241679360747,0.018628978149297922,0.06419343626975688,78.93,2.000000000000001
right_biased_random,0.995,1,True,554.6666666666666,2.0,2.861842722795549e-05,0.0003781474574478153,True,0.0006223791330353667,0.0030055531993027954,0.019082573930882047,0.03133005424797384,80.96,2.000000000000001
right_biased_random,0.995,2,True,571.9333333333333,2.8666666666666667,2.195701545520956e-05,0.0004698650240658329,True,0.0008156704599054515,0.0029893558536493634,0.015996637688312113,0.1167021824723567,79.85,79.92
right_biased_random,0.995,3,True,599.5333333333333,3.2666666666666666,7.245544978967677e-05,0.00047093095643078856,True,0.0006638195530303583,0.003264876703343763,0.0009825114147840458,0.13932030355135844,80.41,2.000000000000001
right_biased_random,0.995,4,True,550.7333333333333,2.8,7.510992031622976e-05,0.0004239299850313529,True,0.0006095813290438457,0.008055906161055504,0.018490682694086793,0.08113128136135019,79.67,0.0
right_biased_random,0.995,5,True,576.1999999999999,2.1333333333333333,0.00012626599516463166,0.0003887729591623135,True,0.0006240374654192943,0.00453170933853056,0.011722670417243558,0.0513112808065462,79.37,2.000000000000001
right_biased_random,0.995,6,True,535.1999999999999,2.2666666666666666,3.0387149806798686e-05,0.0003760049800311515,True,0.0005607543824047526,0.002373511962270952,0.02858307867282933,0.08034665944006121,80.38,0.0
right_biased_random,0.995,7,True,545.2,2.933333333333333,3.710110706084402e-05,0.0004134925064874151,True,0.0005413410110943531,0.0023018925875269345,0.02005107375306682,0.12576482427970215,79.28,0.0
right_biased_random,0.995,8,True,585.1333333333333,3.066666666666667,1.700742472754424e-05,0.00044558535034940554,True,0.0004284704458116795,0.0023274987152731297,0.007701255111114196,0.13290960509902452,80.63,0.0
right_biased_random,0.995,9,True,575.6,2.2,6.157962602770795e-05,0.00035953846910159894,True,0.0004172405350029255,0.00427077222662621,0.013828149207047618,0.03961805122070543,81.03,0.0
