cell_id,method,safe_length,true_risky_success_prob,risky_samples,observed_successes,classification,policy_regret
cell_0109,empirical_transition_dp,2,0.25,16,1,identifiable,0.0
cell_0109,empirical_risky_value,2,0.25,16,1,identifiable,0.0
cell_0109,posterior_mean_beta_1_1,2,0.25,16,1,identifiable,0.0
cell_0109,posterior_lower_q10_beta_1_1,2,0.25,16,1,identifiable,0.0
cell_0109,posterior_upper_q90_beta_1_1,2,0.25,16,1,identifiable,0.0
cell_0109,hoeffding_lcb_delta_0_2,2,0.25,16,1,identifiable,0.0
cell_0109,hoeffding_ucb_delta_0_2,2,0.25,16,1,identifiable,0.0
cell_0110,raw_trl,2,0.25,16,2,identifiable,0.5850000000000001
cell_0110,trl_log,2,0.25,16,2,identifiable,0.0
cell_0110,empirical_transition_dp,2,0.25,16,2,identifiable,0.0
cell_0110,empirical_risky_value,2,0.25,16,2,identifiable,0.0
cell_0110,posterior_mean_beta_1_1,2,0.25,16,2,identifiable,0.0
cell_0110,posterior_lower_q10_beta_1_1,2,0.25,16,2,identifiable,0.0
cell_0110,posterior_upper_q90_beta_1_1,2,0.25,16,2,identifiable,0.0
cell_0110,hoeffding_lcb_delta_0_2,2,0.25,16,2,identifiable,0.0
cell_0110,hoeffding_ucb_delta_0_2,2,0.25,16,2,identifiable,0.0
cell_0111,raw_trl,2,0.25,16,3,matched_identifiable,0.5850000000000001
cell_0111,trl_log,2,0.25,16,3,matched_identifiable,0.0
cell_0111,empirical_transition_dp,2,0.25,16,3,matched_identifiable,0.0
cell_0111,empirical_risky_value,2,0.25,16,3,matched_identifiable,0.0
cell_0111,posterior_mean_beta_1_1,2,0.25,16,3,matched_identifiable,0.0
cell_0111,posterior_lower_q10_beta_1_1,2,0.25,16,3,matched_identifiable,0.0
cell_0111,posterior_upper_q90_beta_1_1,2,0.25,16,3,matched_identifiable,0.0
cell_0111,hoeffding_lcb_delta_0_2,2,0.25,16,3,matched_identifiable,0.0
cell_0111,hoeffding_ucb_delta_0_2,2,0.25,16,3,matched_identifiable,0.0
cell_0112,raw_trl,2,0.25,16,4,matched_identifiable,0.5850000000000001
cell_0112,trl_log,2,0.25,16,4,matched_identifiable,0.0
cell_0112,empirical_transition_dp,2,0.25,16,4,matched_identifiable,0.0
cell_0112,empirical_risky_value,2,0.25,16,4,matched_identifiable,0.0
cell_0112,posterior_mean_beta_1_1,2,0.25,16,4,matched_identifiable,0.0
cell_0112,posterior_lower_q10_beta_1_1,2,0.25,16,4,matched_identifiable,0.0
cell_0112,posterior_upper_q90_beta_1_1,2,0.25,16,4,matched_identifiable,0.0
cell_0112,hoeffding_lcb_delta_0_2,2,0.25,16,4,matched_identifiable,0.0
cell_0112,hoeffding_ucb_delta_0_2,2,0.25,16,4,matched_identifiable,0.0
cell_0113,raw_trl,2,0.25,16,5,matched_identifiable,0.5850000000000001
cell_0113,trl_log,2,0.25,16,5,matched_identifiable,0.0
cell_0113,empirical_transition_dp,2,0.25,16,5,matched_identifiable,0.0
cell_0113,empirical_risky_value,2,0.25,16,5,matched_identifiable,0.0
cell_0113,posterior_mean_beta_1_1,2,0.25,16,5,matched_identifiable,0.0
cell_0113,posterior_lower_q10_beta_1_1,2,0.25,16,5,matched_identifiable,0.0
cell_0113,posterior_upper_q90_beta_1_1,2,0.25,16,5,matched_identifiable,0.0
cell_0113,hoeffding_lcb_delta_0_2,2,0.25,16,5,matched_identifiable,0.0
cell_0113,hoeffding_ucb_delta_0_2,2,0.25,16,5,matched_identifiable,0.0
cell_0114,raw_trl,2,0.25,16,6,identifiable,0.5850000000000001
cell_0114,trl_log,2,0.25,16,6,identifiable,0.0
cell_0114,empirical_transition_dp,2,0.25,16,6,identifiable,0.0
cell_0114,empirical_risky_value,2,0.25,16,6,identifiable,0.0
cell_0114,posterior_mean_beta_1_1,2,0.25,16,6,identifiable,0.0
cell_0114,posterior_lower_q10_beta_1_1,2,0.25,16,6,identifiable,0.0
cell_0114,posterior_upper_q90_beta_1_1,2,0.25,16,6,identifiable,0.0
cell_0114,hoeffding_lcb_delta_0_2,2,0.25,16,6,identifiable,0.0
cell_0114,hoeffding_ucb_delta_0_2,2,0.25,16,6,identifiable,0.0
cell_0115,raw_trl,2,0.25,16,7,identifiable,0.5850000000000001
cell_0115,trl_log,2,0.25,16,7,identifiable,0.0
cell_0115,empirical_transition_dp,2,0.25,16,7,identifiable,0.0
cell_0115,empirical_risky_value,2,0.25,16,7,identifiable,0.0
cell_0115,posterior_mean_beta_1_1,2,0.25,16,7,identifiable,0.0
cell_0115,posterior_lower_q10_beta_1_1,2,0.25,16,7,identifiable,0.0
cell_0115,posterior_upper_q90_beta_1_1,2,0.25,16,7,identifiable,0.0
cell_0115,hoeffding_lcb_delta_0_2,2,0.25,16,7,identifiable,0.0
cell_0115,hoeffding_ucb_delta_0_2,2,0.25,16,7,identifiable,0.0
cell_0116,raw_trl,2,0.25,16,8,identifiable,0.5850000000000001
cell_0116,trl_log,2,0.25,16,8,identifiable,0.0
cell_0116,empirical_transition_dp,2,0.25,16,8,identifiable,0.0
cell_0116,empirical_risky_value,2,0.25,16,8,identifiable,0.0
cell_0116,posterior_mean_beta_1_1,2,0.25,16,8,identifiable,0.0
cell_0116,posterior_lower_q10_beta_1_1,2,0.25,16,8,identifiable,0.0
cell_0116,posterior_upper_q90_beta_1_1,2,0.25,16,8,identifiable,0.0
cell_0116,hoeffding_lcb_delta_0_2,2,0.25,16,8,identifiable,0.0
cell_0116,hoeffding_ucb_delta_0_2,2,0.25,16,8,identifiable,0.0
cell_0117,raw_trl,2,0.25,16,9,identifiable,0.5850000000000001
cell_0117,trl_log,2,0.25,16,9,identifiable,0.0
cell_0117,empirical_transition_dp,2,0.25,16,9,identifiable,0.0
cell_0117,empirical_risky_value,2,0.25,16,9,identifiable,0.0
cell_0117,posterior_mean_beta_1_1,2,0.25,16,9,identifiable,0.0
cell_0117,posterior_lower_q10_beta_1_1,2,0.25,16,9,identifiable,0.0
cell_0117,posterior_upper_q90_beta_1_1,2,0.25,16,9,identifiable,0.0
cell_0117,hoeffding_lcb_delta_0_2,2,0.25,16,9,identifiable,0.0
cell_0117,hoeffding_ucb_delta_0_2,2,0.25,16,9,identifiable,0.0
cell_0118,raw_trl,2,0.25,16,10,identifiable,0.5850000000000001
cell_0118,trl_log,2,0.25,16,10,identifiable,0.0
cell_0118,empirical_transition_dp,2,0.25,16,10,identifiable,0.0
cell_0118,empirical_risky_value,2,0.25,16,10,identifiable,0.0
cell_0118,posterior_mean_beta_1_1,2,0.25,16,10,identifiable,0.0
cell_0118,posterior_lower_q10_beta_1_1,2,0.25,16,10,identifiable,0.0
cell_0118,posterior_upper_q90_beta_1_1,2,0.25,16,10,identifiable,0.0
cell_0118,hoeffding_lcb_delta_0_2,2,0.25,16,10,identifiable,0.0
cell_0118,hoeffding_ucb_delta_0_2,2,0.25,16,10,identifiable,0.0
cell_0119,raw_trl,2,0.25,16,11,ambiguous,0.5850000000000001
cell_0119,trl_log,2,0.25,16,11,ambiguous,0.0
cell_0119,empirical_transition_dp,2,0.25,16,11,ambiguous,0.0
cell_0119,empirical_risky_value,2,0.25,16,11,ambiguous,0.0
cell_0119,posterior_mean_beta_1_1,2,0.25,16,11,ambiguous,0.0
cell_0119,posterior_lower_q10_beta_1_1,2,0.25,16,11,ambiguous,0.0
cell_0119,posterior_upper_q90_beta_1_1,2,0.25,16,11,ambiguous,0.0
cell_0119,hoeffding_lcb_delta_0_2,2,0.25,16,11,ambiguous,0.0
cell_0119,hoeffding_ucb_delta_0_2,2,0.25,16,11,ambiguous,0.5850000000000001
cell_0120,raw_trl,2,0.25,16,12,ambiguous,0.5850000000000001
cell_0120,trl_log,2,0.25,16,12,ambiguous,0.0
cell_0120,empirical_transition_dp,2,0.25,16,12,ambiguous,0.0
cell_0120,empirical_risky_value,2,0.25,16,12,ambiguous,0.0
cell_0120,posterior_mean_beta_1_1,2,0.25,16,12,ambiguous,0.0
cell_0120,posterior_lower_q10_beta_1_1,2,0.25,16,12,ambiguous,0.0
cell_0120,posterior_upper_q90_beta_1_1,2,0.25,16,12,ambiguous,0.0
cell_0120,hoeffding_lcb_delta_0_2,2,0.25,16,12,ambiguous,0.0
cell_0120,hoeffding_ucb_delta_0_2,2,0.25,16,12,ambiguous,0.5850000000000001
cell_0121,raw_trl,2,0.25,16,13,ambiguous,0.5850000000000001
cell_0121,trl_log,2,0.25,16,13,ambiguous,0.0
cell_0121,empirical_transition_dp,2,0.25,16,13,ambiguous,0.0
cell_0121,empirical_risky_value,2,0.25,16,13,ambiguous,0.0
cell_0121,posterior_mean_beta_1_1,2,0.25,16,13,ambiguous,0.0
cell_0121,posterior_lower_q10_beta_1_1,2,0.25,16,13,ambiguous,0.0
cell_0121,posterior_upper_q90_beta_1_1,2,0.25,16,13,ambiguous,0.0
cell_0121,hoeffding_lcb_delta_0_2,2,0.25,16,13,ambiguous,0.0
cell_0121,hoeffding_ucb_delta_0_2,2,0.25,16,13,ambiguous,0.5850000000000001
cell_0122,raw_trl,2,0.25,16,14,prior_dependent,0.5850000000000001
cell_0122,trl_log,2,0.25,16,14,prior_dependent,0.0
cell_0122,empirical_transition_dp,2,0.25,16,14,prior_dependent,0.0
cell_0122,empirical_risky_value,2,0.25,16,14,prior_dependent,0.0
cell_0122,posterior_mean_beta_1_1,2,0.25,16,14,prior_dependent,0.0
cell_0122,posterior_lower_q10_beta_1_1,2,0.25,16,14,prior_dependent,0.0
cell_0122,posterior_upper_q90_beta_1_1,2,0.25,16,14,prior_dependent,0.5850000000000001
cell_0122,hoeffding_lcb_delta_0_2,2,0.25,16,14,prior_dependent,0.0
cell_0122,hoeffding_ucb_delta_0_2,2,0.25,16,14,prior_dependent,0.5850000000000001
cell_0123,raw_trl,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0123,trl_log,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0123,empirical_transition_dp,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0123,empirical_risky_value,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0123,posterior_mean_beta_1_1,2,0.25,16,15,prior_dependent,0.0
cell_0123,posterior_lower_q10_beta_1_1,2,0.25,16,15,prior_dependent,0.0
cell_0123,posterior_upper_q90_beta_1_1,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0123,hoeffding_lcb_delta_0_2,2,0.25,16,15,prior_dependent,0.0
cell_0123,hoeffding_ucb_delta_0_2,2,0.25,16,15,prior_dependent,0.5850000000000001
cell_0124,raw_trl,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,trl_log,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,empirical_transition_dp,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,empirical_risky_value,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,posterior_mean_beta_1_1,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,posterior_lower_q10_beta_1_1,2,0.25,16,16,lucky_only,0.0
cell_0124,posterior_upper_q90_beta_1_1,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0124,hoeffding_lcb_delta_0_2,2,0.25,16,16,lucky_only,0.0
cell_0124,hoeffding_ucb_delta_0_2,2,0.25,16,16,lucky_only,0.5850000000000001
cell_0125,raw_trl,3,0.25,4,0,no_success,0.0
cell_0125,trl_log,3,0.25,4,0,no_success,0.0
cell_0125,empirical_transition_dp,3,0.25,4,0,no_success,0.0
cell_0125,empirical_risky_value,3,0.25,4,0,no_success,0.0
cell_0125,posterior_mean_beta_1_1,3,0.25,4,0,no_success,0.0
cell_0125,posterior_lower_q10_beta_1_1,3,0.25,4,0,no_success,0.0
cell_0125,posterior_upper_q90_beta_1_1,3,0.25,4,0,no_success,0.0
cell_0125,hoeffding_lcb_delta_0_2,3,0.25,4,0,no_success,0.0
cell_0125,hoeffding_ucb_delta_0_2,3,0.25,4,0,no_success,0.0
cell_0126,raw_trl,3,0.25,4,1,matched_identifiable,0.5040000000000001
cell_0126,trl_log,3,0.25,4,1,matched_identifiable,0.0
cell_0126,empirical_transition_dp,3,0.25,4,1,matched_identifiable,0.0
cell_0126,empirical_risky_value,3,0.25,4,1,matched_identifiable,0.0
cell_0126,posterior_mean_beta_1_1,3,0.25,4,1,matched_identifiable,0.0
cell_0126,posterior_lower_q10_beta_1_1,3,0.25,4,1,matched_identifiable,0.0
cell_0126,posterior_upper_q90_beta_1_1,3,0.25,4,1,matched_identifiable,0.0
cell_0126,hoeffding_lcb_delta_0_2,3,0.25,4,1,matched_identifiable,0.0
cell_0126,hoeffding_ucb_delta_0_2,3,0.25,4,1,matched_identifiable,0.0
cell_0127,raw_trl,3,0.25,4,2,ambiguous,0.5040000000000001
cell_0127,trl_log,3,0.25,4,2,ambiguous,0.0
cell_0127,empirical_transition_dp,3,0.25,4,2,ambiguous,0.0
cell_0127,empirical_risky_value,3,0.25,4,2,ambiguous,0.0
cell_0127,posterior_mean_beta_1_1,3,0.25,4,2,ambiguous,0.0
cell_0127,posterior_lower_q10_beta_1_1,3,0.25,4,2,ambiguous,0.0
cell_0127,posterior_upper_q90_beta_1_1,3,0.25,4,2,ambiguous,0.0
cell_0127,hoeffding_lcb_delta_0_2,3,0.25,4,2,ambiguous,0.0
cell_0127,hoeffding_ucb_delta_0_2,3,0.25,4,2,ambiguous,0.5040000000000001
cell_0128,raw_trl,3,0.25,4,3,prior_dependent,0.5040000000000001
cell_0128,trl_log,3,0.25,4,3,prior_dependent,0.0
cell_0128,empirical_transition_dp,3,0.25,4,3,prior_dependent,0.0
cell_0128,empirical_risky_value,3,0.25,4,3,prior_dependent,0.0
cell_0128,posterior_mean_beta_1_1,3,0.25,4,3,prior_dependent,0.0
cell_0128,posterior_lower_q10_beta_1_1,3,0.25,4,3,prior_dependent,0.0
cell_0128,posterior_upper_q90_beta_1_1,3,0.25,4,3,prior_dependent,0.5040000000000001
cell_0128,hoeffding_lcb_delta_0_2,3,0.25,4,3,prior_dependent,0.0
cell_0128,hoeffding_ucb_delta_0_2,3,0.25,4,3,prior_dependent,0.5040000000000001
cell_0129,raw_trl,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,trl_log,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,empirical_transition_dp,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,empirical_risky_value,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,posterior_mean_beta_1_1,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,posterior_lower_q10_beta_1_1,3,0.25,4,4,lucky_only,0.0
cell_0129,posterior_upper_q90_beta_1_1,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0129,hoeffding_lcb_delta_0_2,3,0.25,4,4,lucky_only,0.0
cell_0129,hoeffding_ucb_delta_0_2,3,0.25,4,4,lucky_only,0.5040000000000001
cell_0130,raw_trl,3,0.25,8,0,no_success,0.0
cell_0130,trl_log,3,0.25,8,0,no_success,0.0
cell_0130,empirical_transition_dp,3,0.25,8,0,no_success,0.0
cell_0130,empirical_risky_value,3,0.25,8,0,no_success,0.0
cell_0130,posterior_mean_beta_1_1,3,0.25,8,0,no_success,0.0
cell_0130,posterior_lower_q10_beta_1_1,3,0.25,8,0,no_success,0.0
cell_0130,posterior_upper_q90_beta_1_1,3,0.25,8,0,no_success,0.0
cell_0130,hoeffding_lcb_delta_0_2,3,0.25,8,0,no_success,0.0
cell_0130,hoeffding_ucb_delta_0_2,3,0.25,8,0,no_success,0.0
cell_0131,raw_trl,3,0.25,8,1,matched_identifiable,0.5040000000000001
cell_0131,trl_log,3,0.25,8,1,matched_identifiable,0.0
cell_0131,empirical_transition_dp,3,0.25,8,1,matched_identifiable,0.0
cell_0131,empirical_risky_value,3,0.25,8,1,matched_identifiable,0.0
cell_0131,posterior_mean_beta_1_1,3,0.25,8,1,matched_identifiable,0.0
cell_0131,posterior_lower_q10_beta_1_1,3,0.25,8,1,matched_identifiable,0.0
cell_0131,posterior_upper_q90_beta_1_1,3,0.25,8,1,matched_identifiable,0.0
cell_0131,hoeffding_lcb_delta_0_2,3,0.25,8,1,matched_identifiable,0.0
cell_0131,hoeffding_ucb_delta_0_2,3,0.25,8,1,matched_identifiable,0.0
cell_0132,raw_trl,3,0.25,8,2,matched_identifiable,0.5040000000000001
cell_0132,trl_log,3,0.25,8,2,matched_identifiable,0.0
cell_0132,empirical_transition_dp,3,0.25,8,2,matched_identifiable,0.0
cell_0132,empirical_risky_value,3,0.25,8,2,matched_identifiable,0.0
cell_0132,posterior_mean_beta_1_1,3,0.25,8,2,matched_identifiable,0.0
cell_0132,posterior_lower_q10_beta_1_1,3,0.25,8,2,matched_identifiable,0.0
cell_0132,posterior_upper_q90_beta_1_1,3,0.25,8,2,matched_identifiable,0.0
cell_0132,hoeffding_lcb_delta_0_2,3,0.25,8,2,matched_identifiable,0.0
cell_0132,hoeffding_ucb_delta_0_2,3,0.25,8,2,matched_identifiable,0.0
cell_0133,raw_trl,3,0.25,8,3,matched_identifiable,0.5040000000000001
cell_0133,trl_log,3,0.25,8,3,matched_identifiable,0.0
cell_0133,empirical_transition_dp,3,0.25,8,3,matched_identifiable,0.0
cell_0133,empirical_risky_value,3,0.25,8,3,matched_identifiable,0.0
cell_0133,posterior_mean_beta_1_1,3,0.25,8,3,matched_identifiable,0.0
cell_0133,posterior_lower_q10_beta_1_1,3,0.25,8,3,matched_identifiable,0.0
cell_0133,posterior_upper_q90_beta_1_1,3,0.25,8,3,matched_identifiable,0.0
cell_0133,hoeffding_lcb_delta_0_2,3,0.25,8,3,matched_identifiable,0.0
cell_0133,hoeffding_ucb_delta_0_2,3,0.25,8,3,matched_identifiable,0.0
cell_0134,raw_trl,3,0.25,8,4,ambiguous,0.5040000000000001
cell_0134,trl_log,3,0.25,8,4,ambiguous,0.0
cell_0134,empirical_transition_dp,3,0.25,8,4,ambiguous,0.0
cell_0134,empirical_risky_value,3,0.25,8,4,ambiguous,0.0
cell_0134,posterior_mean_beta_1_1,3,0.25,8,4,ambiguous,0.0
cell_0134,posterior_lower_q10_beta_1_1,3,0.25,8,4,ambiguous,0.0
cell_0134,posterior_upper_q90_beta_1_1,3,0.25,8,4,ambiguous,0.0
cell_0134,hoeffding_lcb_delta_0_2,3,0.25,8,4,ambiguous,0.0
cell_0134,hoeffding_ucb_delta_0_2,3,0.25,8,4,ambiguous,0.5040000000000001
cell_0135,raw_trl,3,0.25,8,5,ambiguous,0.5040000000000001
cell_0135,trl_log,3,0.25,8,5,ambiguous,0.0
cell_0135,empirical_transition_dp,3,0.25,8,5,ambiguous,0.0
cell_0135,empirical_risky_value,3,0.25,8,5,ambiguous,0.0
cell_0135,posterior_mean_beta_1_1,3,0.25,8,5,ambiguous,0.0
cell_0135,posterior_lower_q10_beta_1_1,3,0.25,8,5,ambiguous,0.0
cell_0135,posterior_upper_q90_beta_1_1,3,0.25,8,5,ambiguous,0.0
cell_0135,hoeffding_lcb_delta_0_2,3,0.25,8,5,ambiguous,0.0
cell_0135,hoeffding_ucb_delta_0_2,3,0.25,8,5,ambiguous,0.5040000000000001
cell_0136,raw_trl,3,0.25,8,6,prior_dependent,0.5040000000000001
cell_0136,trl_log,3,0.25,8,6,prior_dependent,0.0
cell_0136,empirical_transition_dp,3,0.25,8,6,prior_dependent,0.0
cell_0136,empirical_risky_value,3,0.25,8,6,prior_dependent,0.0
cell_0136,posterior_mean_beta_1_1,3,0.25,8,6,prior_dependent,0.0
cell_0136,posterior_lower_q10_beta_1_1,3,0.25,8,6,prior_dependent,0.0
cell_0136,posterior_upper_q90_beta_1_1,3,0.25,8,6,prior_dependent,0.5040000000000001
cell_0136,hoeffding_lcb_delta_0_2,3,0.25,8,6,prior_dependent,0.0
cell_0136,hoeffding_ucb_delta_0_2,3,0.25,8,6,prior_dependent,0.5040000000000001
cell_0137,raw_trl,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0137,trl_log,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0137,empirical_transition_dp,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0137,empirical_risky_value,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0137,posterior_mean_beta_1_1,3,0.25,8,7,prior_dependent,0.0
cell_0137,posterior_lower_q10_beta_1_1,3,0.25,8,7,prior_dependent,0.0
cell_0137,posterior_upper_q90_beta_1_1,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0137,hoeffding_lcb_delta_0_2,3,0.25,8,7,prior_dependent,0.0
cell_0137,hoeffding_ucb_delta_0_2,3,0.25,8,7,prior_dependent,0.5040000000000001
cell_0138,raw_trl,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,trl_log,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,empirical_transition_dp,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,empirical_risky_value,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,posterior_mean_beta_1_1,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,posterior_lower_q10_beta_1_1,3,0.25,8,8,lucky_only,0.0
cell_0138,posterior_upper_q90_beta_1_1,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0138,hoeffding_lcb_delta_0_2,3,0.25,8,8,lucky_only,0.0
cell_0138,hoeffding_ucb_delta_0_2,3,0.25,8,8,lucky_only,0.5040000000000001
cell_0139,raw_trl,3,0.25,16,0,no_success,0.0
cell_0139,trl_log,3,0.25,16,0,no_success,0.0
cell_0139,empirical_transition_dp,3,0.25,16,0,no_success,0.0
cell_0139,empirical_risky_value,3,0.25,16,0,no_success,0.0
cell_0139,posterior_mean_beta_1_1,3,0.25,16,0,no_success,0.0
cell_0139,posterior_lower_q10_beta_1_1,3,0.25,16,0,no_success,0.0
cell_0139,posterior_upper_q90_beta_1_1,3,0.25,16,0,no_success,0.0
cell_0139,hoeffding_lcb_delta_0_2,3,0.25,16,0,no_success,0.0
cell_0139,hoeffding_ucb_delta_0_2,3,0.25,16,0,no_success,0.0
cell_0140,raw_trl,3,0.25,16,1,identifiable,0.5040000000000001
cell_0140,trl_log,3,0.25,16,1,identifiable,0.0
cell_0140,empirical_transition_dp,3,0.25,16,1,identifiable,0.0
cell_0140,empirical_risky_value,3,0.25,16,1,identifiable,0.0
cell_0140,posterior_mean_beta_1_1,3,0.25,16,1,identifiable,0.0
cell_0140,posterior_lower_q10_beta_1_1,3,0.25,16,1,identifiable,0.0
cell_0140,posterior_upper_q90_beta_1_1,3,0.25,16,1,identifiable,0.0
cell_0140,hoeffding_lcb_delta_0_2,3,0.25,16,1,identifiable,0.0
cell_0140,hoeffding_ucb_delta_0_2,3,0.25,16,1,identifiable,0.0
cell_0141,raw_trl,3,0.25,16,2,identifiable,0.5040000000000001
cell_0141,trl_log,3,0.25,16,2,identifiable,0.0
cell_0141,empirical_transition_dp,3,0.25,16,2,identifiable,0.0
cell_0141,empirical_risky_value,3,0.25,16,2,identifiable,0.0
cell_0141,posterior_mean_beta_1_1,3,0.25,16,2,identifiable,0.0
cell_0141,posterior_lower_q10_beta_1_1,3,0.25,16,2,identifiable,0.0
cell_0141,posterior_upper_q90_beta_1_1,3,0.25,16,2,identifiable,0.0
cell_0141,hoeffding_lcb_delta_0_2,3,0.25,16,2,identifiable,0.0
cell_0141,hoeffding_ucb_delta_0_2,3,0.25,16,2,identifiable,0.0
cell_0142,raw_trl,3,0.25,16,3,matched_identifiable,0.5040000000000001
cell_0142,trl_log,3,0.25,16,3,matched_identifiable,0.0
cell_0142,empirical_transition_dp,3,0.25,16,3,matched_identifiable,0.0
cell_0142,empirical_risky_value,3,0.25,16,3,matched_identifiable,0.0
cell_0142,posterior_mean_beta_1_1,3,0.25,16,3,matched_identifiable,0.0
cell_0142,posterior_lower_q10_beta_1_1,3,0.25,16,3,matched_identifiable,0.0
cell_0142,posterior_upper_q90_beta_1_1,3,0.25,16,3,matched_identifiable,0.0
cell_0142,hoeffding_lcb_delta_0_2,3,0.25,16,3,matched_identifiable,0.0
cell_0142,hoeffding_ucb_delta_0_2,3,0.25,16,3,matched_identifiable,0.0
cell_0143,raw_trl,3,0.25,16,4,matched_identifiable,0.5040000000000001
cell_0143,trl_log,3,0.25,16,4,matched_identifiable,0.0
cell_0143,empirical_transition_dp,3,0.25,16,4,matched_identifiable,0.0
cell_0143,empirical_risky_value,3,0.25,16,4,matched_identifiable,0.0
cell_0143,posterior_mean_beta_1_1,3,0.25,16,4,matched_identifiable,0.0
cell_0143,posterior_lower_q10_beta_1_1,3,0.25,16,4,matched_identifiable,0.0
cell_0143,posterior_upper_q90_beta_1_1,3,0.25,16,4,matched_identifiable,0.0
cell_0143,hoeffding_lcb_delta_0_2,3,0.25,16,4,matched_identifiable,0.0
cell_0143,hoeffding_ucb_delta_0_2,3,0.25,16,4,matched_identifiable,0.0
cell_0144,raw_trl,3,0.25,16,5,matched_identifiable,0.5040000000000001
cell_0144,trl_log,3,0.25,16,5,matched_identifiable,0.0
cell_0144,empirical_transition_dp,3,0.25,16,5,matched_identifiable,0.0
cell_0144,empirical_risky_value,3,0.25,16,5,matched_identifiable,0.0
cell_0144,posterior_mean_beta_1_1,3,0.25,16,5,matched_identifiable,0.0
cell_0144,posterior_lower_q10_beta_1_1,3,0.25,16,5,matched_identifiable,0.0
cell_0144,posterior_upper_q90_beta_1_1,3,0.25,16,5,matched_identifiable,0.0
cell_0144,hoeffding_lcb_delta_0_2,3,0.25,16,5,matched_identifiable,0.0
cell_0144,hoeffding_ucb_delta_0_2,3,0.25,16,5,matched_identifiable,0.0
cell_0145,raw_trl,3,0.25,16,6,identifiable,0.5040000000000001
cell_0145,trl_log,3,0.25,16,6,identifiable,0.0
cell_0145,empirical_transition_dp,3,0.25,16,6,identifiable,0.0
cell_0145,empirical_risky_value,3,0.25,16,6,identifiable,0.0
cell_0145,posterior_mean_beta_1_1,3,0.25,16,6,identifiable,0.0
cell_0145,posterior_lower_q10_beta_1_1,3,0.25,16,6,identifiable,0.0
cell_0145,posterior_upper_q90_beta_1_1,3,0.25,16,6,identifiable,0.0
cell_0145,hoeffding_lcb_delta_0_2,3,0.25,16,6,identifiable,0.0
cell_0145,hoeffding_ucb_delta_0_2,3,0.25,16,6,identifiable,0.0
cell_0146,raw_trl,3,0.25,16,7,identifiable,0.5040000000000001
cell_0146,trl_log,3,0.25,16,7,identifiable,0.0
cell_0146,empirical_transition_dp,3,0.25,16,7,identifiable,0.0
cell_0146,empirical_risky_value,3,0.25,16,7,identifiable,0.0
cell_0146,posterior_mean_beta_1_1,3,0.25,16,7,identifiable,0.0
cell_0146,posterior_lower_q10_beta_1_1,3,0.25,16,7,identifiable,0.0
cell_0146,posterior_upper_q90_beta_1_1,3,0.25,16,7,identifiable,0.0
cell_0146,hoeffding_lcb_delta_0_2,3,0.25,16,7,identifiable,0.0
cell_0146,hoeffding_ucb_delta_0_2,3,0.25,16,7,identifiable,0.0
cell_0147,raw_trl,3,0.25,16,8,identifiable,0.5040000000000001
cell_0147,trl_log,3,0.25,16,8,identifiable,0.0
cell_0147,empirical_transition_dp,3,0.25,16,8,identifiable,0.0
cell_0147,empirical_risky_value,3,0.25,16,8,identifiable,0.0
cell_0147,posterior_mean_beta_1_1,3,0.25,16,8,identifiable,0.0
cell_0147,posterior_lower_q10_beta_1_1,3,0.25,16,8,identifiable,0.0
cell_0147,posterior_upper_q90_beta_1_1,3,0.25,16,8,identifiable,0.0
cell_0147,hoeffding_lcb_delta_0_2,3,0.25,16,8,identifiable,0.0
cell_0147,hoeffding_ucb_delta_0_2,3,0.25,16,8,identifiable,0.0
cell_0148,raw_trl,3,0.25,16,9,ambiguous,0.5040000000000001
cell_0148,trl_log,3,0.25,16,9,ambiguous,0.0
