behavior,gamma,seed,coverage_bin,coverage_adequate,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,target_mean_within_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error,soft_greedy_raw_return,sampled_greedy_raw_return
strong_right_bias,0.99,0,adequate,True,547.5333333333333,6.933333333333334,1.8772199514238697e-05,0.0007368637868735105,True,0.001018149225072711,0.00942339557228413,0.006461811535488225,0.16610882187925477,78.93,0.0
strong_right_bias,0.99,1,adequate,True,571.5333333333333,6.066666666666667,0.00014470469057825674,0.0006777788130239124,True,0.001817631666684083,0.013681312523161357,0.00963311657548783,0.08758741133499166,80.96,0.0
strong_right_bias,0.99,2,adequate,True,568.9333333333333,5.999999999999999,5.351240965512094e-06,0.0006750092266898679,True,0.0007223657030660755,0.0055286911370338076,0.020214964870572418,0.0948908019979436,79.85,79.92
strong_right_bias,0.99,3,adequate,True,591.6666666666666,6.466666666666667,1.1256051719366056e-05,0.0006694001124030044,True,0.000873774356697346,0.0048646472252228635,0.019530300592873386,0.10546446776531104,80.41,78.7
strong_right_bias,0.99,4,adequate,True,580.5333333333333,4.733333333333333,8.850753712313919e-05,0.0005938624026533879,True,0.001220222382428938,0.005607701158753943,0.001708896664783142,0.08050868855989192,79.67,0.0
strong_right_bias,0.99,5,adequate,True,548.2,4.866666666666666,2.0463297934425473e-05,0.0006337056295791453,True,0.0011201224571620177,0.004485541319359687,0.0011408366366368328,0.026346025778832317,79.37,2.000000000000001
strong_right_bias,0.99,6,adequate,True,579.6666666666666,5.2666666666666675,1.5945564794672684e-05,0.0006355483911510222,True,0.0005495885312325569,0.005316809754207096,0.006271703062223665,0.09157372330573231,80.38,0.0
strong_right_bias,0.99,7,adequate,True,564.4,5.866666666666666,4.5013240623781314e-07,0.0006721999629231411,True,0.0011782050812917388,0.007128097809977353,0.010428124360461852,0.12423757632677536,79.28,2.000000000000001
strong_right_bias,0.99,8,adequate,True,576.0666666666667,5.8,4.269948079527186e-05,0.0006766877677263121,True,0.0008042170386403508,0.011331115393693946,0.00589905770898221,0.11864477859779556,80.63,2.000000000000001
strong_right_bias,0.99,9,adequate,True,566.1999999999999,6.266666666666667,8.35766100210078e-06,0.0006793613694772167,True,0.0006257416212791985,0.008015310477309806,0.004811610679496874,0.08906133846232415,81.03,2.000000000000001
strong_right_bias,0.995,0,adequate,True,581.9333333333333,2.7333333333333334,4.776508477855046e-06,0.00042276428737504786,True,0.0004689839410373468,0.0031143859387338935,0.013933819246403531,0.11445634508840567,78.93,79.03
strong_right_bias,0.995,1,adequate,True,567.2666666666667,3.533333333333333,0.0001757119893905923,0.0004851742045565394,True,0.0003654193845433473,0.0036571146868559687,0.012616216510882142,0.20919228051170002,80.96,0.0
strong_right_bias,0.995,2,adequate,True,560.5333333333333,2.2666666666666666,3.9266574641316776e-05,0.0003592447685426535,True,0.0004554661235808971,0.0038242907323727537,0.0176542099257704,0.05983868553348947,79.85,2.000000000000001
strong_right_bias,0.995,3,adequate,True,576.7333333333333,3.6,8.036865534416515e-05,0.0004918975649413666,True,0.0004453749366418273,0.007480169509620947,0.014026295053883317,0.18808727433480943,80.41,2.000000000000001
strong_right_bias,0.995,4,adequate,True,575.6666666666667,2.3333333333333335,6.2780448906729625e-06,0.0004237575694144793,True,0.0006560919817306896,0.0023348801312047898,0.0064526982957090195,0.10159696180308553,79.67,80.4
strong_right_bias,0.995,5,adequate,True,568.6,1.8666666666666667,9.086216926743051e-05,0.0003406395589929424,True,0.0009133516324932636,0.0028421225892356072,0.020812639369300678,0.022256888041470597,79.37,0.0
strong_right_bias,0.995,6,adequate,True,577.9333333333334,2.5999999999999996,2.0331145078045232e-05,0.0004189180759804314,True,0.0003700344353200537,0.0020366863396687244,0.012734699078572317,0.04105706708448179,80.38,2.000000000000001
strong_right_bias,0.995,7,adequate,True,537.5333333333333,3.066666666666667,5.173329579910568e-05,0.0004707953778581335,True,0.0007343071219523961,0.0028860562930443276,0.023094867748207498,0.15756758420066763,79.28,0.0
strong_right_bias,0.995,8,adequate,True,563.0,3.2666666666666666,8.805619326651692e-05,0.00045082003119176005,True,0.0005260856177347664,0.006512974156984902,0.013070611751266453,0.1384498478403541,80.63,2.000000000000001
strong_right_bias,0.995,9,adequate,True,559.2666666666667,3.333333333333333,1.935006366365899e-05,0.00048004527466944514,True,0.0005875859646654371,0.0023110129307541785,0.014071195386699533,0.13169642741528065,81.03,0.0
