gamma,seed,transition,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,sampled_target_population_variance,mean_conditional_sampling_variance,soft_mean_value_error_sufficient,sampled_mean_value_error_sufficient,soft_mean_bellman_residual_sufficient,sampled_mean_bellman_residual_sufficient
0.995,1,50000,38.800000000000004,1.8466569371100583e-05,0.0005202714574076364,0.020970076136747208,0.0003759477630459251,0.19484350506453285,0.19093575201051968,0.053953655387618274,0.0668172675652136
0.995,1,100000,44.1,1.742608276722457e-05,0.000300781689662738,0.012766025335349866,0.0002513045134343656,0.1367053135239106,0.1022927588744877,0.03838791132469943,0.04667429547650277
0.995,1,200000,47.349999999999994,6.8114317878231745e-06,0.00016436206874332875,0.0068086502733066614,0.0001500827202310374,0.14274726540333768,0.11272508891463266,0.055137623997320015,0.05757445700729712
0.995,2,1000,60.0,0.0004460366460147247,0.008968929637503847,0.0628004571556504,0.002234491634513746,0.7725600121864431,0.6592173951863122,0.07538203009175867,0.09876846865969735
0.995,2,5000,52.0,0.000333339484750117,0.0024182672868232,0.06963993113673833,0.0008122245375721168,0.441576258658523,0.40518040186102067,0.11026933148446154,0.1064004795878489
0.995,2,10000,47.0,2.241878654407614e-05,0.0014932742142758314,0.046719837511363514,0.0006194077441725282,0.3707048245194234,0.3663242981806154,0.10934655425322365,0.1099062081139784
0.995,2,25000,47.2,5.021038229657826e-05,0.000830177072948155,0.022769882360084107,0.00047860692531164314,0.30770578953206457,0.30602758558140963,0.05088823605179427,0.051089682954617466
0.995,2,50000,47.400000000000006,3.445426947434882e-05,0.0004954108665126911,0.01406554320977572,0.000340877675915077,0.1966973552089136,0.1954911302287835,0.10413293500983904,0.10087737432425968
0.995,2,100000,47.6,2.3887271976996693e-05,0.00029326170651613884,0.007873777781307692,0.00023889563474654982,0.11124895808244291,0.10738345871380943,0.06100058894013373,0.05931174528614639
0.995,2,200000,46.1,2.430343194115281e-05,0.00016606826811071037,0.004064790506091498,0.00015321483151828217,0.08297738869324615,0.08011553557798802,0.04559855669228646,0.04479548010209868
0.995,3,1000,60.0,0.0010831486885991004,0.011920110926572263,0.015052715824757297,0.00394691790282743,0.9068270002730299,0.8577235964655543,0.049232946080882516,0.08171412751717994
0.995,3,5000,62.0,0.0007081612579779573,0.0033876218577580984,0.06769576830848437,0.0015938863682167267,0.5252292346832521,0.38876763375713935,0.1315818495743974,0.16005394781506577
0.995,3,10000,53.0,0.00033627885445275396,0.00180641100282098,0.0816273443299632,0.0009064224197535273,0.2768496847039561,0.18680167631160663,0.14211298364299607,0.13156830103713388
0.995,3,25000,49.199999999999996,0.00012376582596929087,0.0008226641940672703,0.05214725025485395,0.00046998359458357735,0.11971265364941866,0.10162921680202247,0.09152235070779371,0.07902213931389565
0.995,3,50000,54.400000000000006,5.150631186912058e-05,0.00048359284720186907,0.029761434832818175,0.00032480839147890317,0.07754877560426288,0.0726207237111972,0.06534620457988707,0.0614252419426192
0.995,3,100000,51.2,5.409178172044449e-08,0.0002856655712665971,0.015883765390104287,0.00022668005168630917,0.03271064983208996,0.03216837922327695,0.02157014739534425,0.021529129799962902
0.995,3,200000,49.35,8.110365917635143e-06,0.00015604292519933818,0.008211493449261517,0.0001352744139153681,0.04636488529498225,0.04636208142858874,0.035106353241796714,0.03515999279339648
0.995,4,1000,70.0,0.00264739643575293,0.011529500753988639,0.026616754406587197,0.0036924829898951276,0.9274588552433236,0.8655167208157444,0.039068419779332224,0.0607953086849196
0.995,4,5000,38.0,9.978307199198788e-05,0.003209026947781643,0.09875076342123575,0.001430257493276217,0.6545702064114713,0.623710234693113,0.12062867013334778,0.12067448754892382
0.995,4,10000,49.0,4.421857022651743e-05,0.0018030851652633692,0.08930439158330684,0.0009030878092202311,0.5999103387189926,0.575093122569582,0.17927082877461953,0.17812242897936476
0.995,4,25000,46.800000000000004,0.00019994689801916543,0.0009134459870447754,0.04679381623576912,0.0005794330355890303,0.45923855985596757,0.448453100816632,0.1460106919068419,0.14879250713767742
0.995,4,50000,47.0,9.029226656309675e-05,0.0005253492987823517,0.02552537439565508,0.0003833220635154286,0.2631237492983741,0.25345829722120844,0.10169554371682908,0.10117623770171975
0.995,4,100000,51.00000000000001,4.24044252028688e-05,0.0002980979932512869,0.013436854810736963,0.0002468400377234564,0.10976944057033264,0.10286381770095233,0.05474197039142851,0.05491388482202004
0.995,4,200000,51.050000000000004,3.0256948815865492e-05,0.00016667490961685104,0.006880861253455293,0.00015433625275436367,0.07626663787179155,0.07087481564303084,0.03128166418496973,0.03151112290491673
0.995,5,1000,50.0,0.0006246048853524311,0.009913451272172226,0.05098541148211923,0.0027299032257148094,0.8731666118845439,0.8008984644571054,0.04682485459867281,0.07257042530328466
0.995,5,5000,44.0,0.0003241367918943583,0.0026291548736414073,0.08042185207242608,0.0009600632429989393,0.5706314398039518,0.5459025490964193,0.11950948391895075,0.1343224705382879
0.995,5,10000,42.0,6.870880784326516e-05,0.0015625544884592174,0.058438538013963044,0.0006782157026122352,0.49940028532364605,0.4901095484860222,0.17700301110435457,0.1863766719418108
0.995,5,25000,47.2,5.292949973845218e-05,0.0008399019550787284,0.0284296146147131,0.0004898856209340766,0.3748830976222135,0.37000629797156626,0.20872114972872186,0.20893530841435728
0.995,5,50000,49.4,2.8317123214383066e-05,0.0005136731684808756,0.015346484034368418,0.0003664723944683083,0.1015738709891963,0.1000396815328733,0.07945416385327977,0.07936425445141815
0.995,5,100000,46.699999999999996,2.1659015144392946e-05,0.00029609573273212765,0.008301670725710465,0.00024353523039493216,0.08786922487036722,0.08790410129319638,0.052913168082647725,0.05358554828909196
0.995,5,200000,49.4,3.143003497463326e-06,0.000164382088839687,0.0043473654586666894,0.00015011928406277077,0.06167470566567196,0.06187131327817924,0.025549532977031355,0.026255708274470463
0.995,6,1000,100.0,0.004041857850183017,0.010742307792622901,0.04391794994977056,0.00320547713087352,0.9144570085093673,0.742554288204986,0.03668503459551059,0.11427456336193667
0.995,6,5000,52.0,0.0007368119287607389,0.002688754351817565,0.08561420150240896,0.001004083328391374,0.5917198242030925,0.4427234469672659,0.13714339726937244,0.1267623915332874
0.995,6,10000,46.0,0.00022254620249073653,0.0015396647243301708,0.06918910894587726,0.0006584909620407504,0.4596429240941146,0.39363303004608835,0.12694037388711749,0.10168528241058551
0.995,6,25000,48.4,0.00012260915713080411,0.0007443389815120414,0.035793302452069305,0.0003847503606933216,0.35611605129445945,0.3296608089876104,0.1081600128983987,0.09037349519530664
0.995,6,50000,49.199999999999996,1.1981397351923384e-05,0.0004533400382728195,0.019643066272525753,0.00028544054208500197,0.33809694589922196,0.3195528457773933,0.09833538828760695,0.08698646864607347
0.995,6,100000,49.50000000000001,3.108775532612018e-05,0.00028739454394603877,0.014263547194816026,0.00022943228858319888,0.29350016441353105,0.3001991321089937,0.06730622900268339,0.06558473745958084
0.995,6,200000,52.1,2.341091006530238e-05,0.00016168703456090398,0.007542232208827907,0.00014523720636166085,0.13708107592059435,0.14027642624806239,0.11220602400143612,0.11661374791051064
0.995,7,1000,20.0,0.0019881690418709352,0.00953328159741885,0.016947376136400658,0.0025245405004356916,0.6911708475725344,0.7491981258794328,0.10513335273580343,0.06791229215191932
0.995,7,5000,44.0,0.0006142432921942831,0.0026984212923925562,0.07778069644191836,0.0010113163154496544,0.17795600152832794,0.15687291709698642,0.09889233797551172,0.10255976046207677
0.995,7,10000,53.0,0.00014815821267555318,0.0016599343874031647,0.06813387183556009,0.0007653839362454222,0.38817188686679327,0.38984507821435077,0.09543893294040257,0.09470433820372347
0.995,7,25000,47.6,4.022238578649251e-05,0.0008939052803307911,0.03634426479976426,0.0005549073959744931,0.37922838956865074,0.3856893520262017,0.038405553330437964,0.03646580930233152
0.995,7,50000,49.4,5.808562747566803e-06,0.000547602308024586,0.02244684120860687,0.0004164837329914632,0.27599589670400776,0.28621000130001994,0.06862444856237038,0.0641645755362184
0.995,7,100000,50.099999999999994,4.1118964827502325e-05,0.0003128905495628022,0.013340393027719106,0.0002719458222380899,0.194122869135573,0.20606832873339218,0.03053871095407504,0.03486783236808709
0.995,7,200000,48.650000000000006,1.885446877869512e-05,0.0001749096669174052,0.007443255913866728,0.00016996328656198684,0.15290872964771388,0.16514823018600405,0.03989488383106625,0.039777420220699036
0.995,8,1000,0.0,0.004670000000000011,0.012933653776098949,0.0,0.004646649999999961,0.8089081762304955,0.9996666666467932,0.09216782043471865,0.0046666666666666705
0.995,8,5000,34.0,0.0007778943782623671,0.0033188064763169903,0.1306045976321371,0.001529788392672722,0.446325254741311,0.46329203180169565,0.1758260394640367,0.18316807315450181
0.995,8,10000,37.0,0.00019988022138850425,0.001856405358201566,0.1039763172873438,0.0009572891260998565,0.31983864659794287,0.33001733960516694,0.1505533543769975,0.1566403323910442
0.995,8,25000,47.2,2.2586906329169487e-05,0.0009306816254661001,0.05176706864550527,0.000601505755541821,0.16847151692466034,0.170687611773521,0.06641560273441804,0.06764825957625291
0.995,8,50000,48.8,2.589414240339316e-05,0.0005421892364645094,0.028530373467316687,0.0004082905113027329,0.14435692412658416,0.14258934059007752,0.0864284047433836,0.0849689884912973
0.995,8,100000,51.00000000000001,3.035375055637779e-06,0.0003049441691213488,0.015074838385358776,0.00025830818411419384,0.1493844178296442,0.14918703992015475,0.07947452823978496,0.07970151022991412
0.995,8,200000,52.0,1.975271907539433e-05,0.00016847865625963838,0.00785928868497015,0.00015769476452807436,0.08677593025469768,0.08488574826346788,0.04035124646703162,0.04086409861907695
0.995,9,1000,80.0,0.0021792397065957814,0.009544557729322447,0.03159596018029299,0.0025305161735658015,0.8413423951818844,0.6775052981658312,0.03546542599072411,0.0761163136518041
0.995,9,5000,54.0,0.0006073851630995497,0.0024717974125557205,0.061340233274610786,0.0008485808956551604,0.46718921091025584,0.37175176432625273,0.12033821974209567,0.12223008609143005
0.995,9,10000,41.0,0.0003708871947259995,0.0013833985644895453,0.047336268748253175,0.0005316087745088153,0.29958752168692093,0.26911508862669337,0.08997643931035407,0.07721797678520355
0.995,9,25000,46.4,0.00014575617786161121,0.000695836037079383,0.026123639023345864,0.00033624152117940306,0.21803254251294318,0.2093414467585572,0.136936874100234,0.1318254143086888
0.995,9,50000,48.199999999999996,9.050300121282717e-05,0.000436651715775387,0.014357075404966356,0.00026481211234665196,0.1762286225560868,0.16840786012776915,0.10916232628052387,0.10341716282676579
0.995,9,100000,48.5,4.3098383895046055e-07,0.0002626331687582153,0.00900249216934805,0.00019160050369994785,0.185490237545122,0.1884918140456029,0.043886423810373935,0.0444723095589772
0.995,9,200000,50.35,2.995690994156419e-06,0.00014429389728921462,0.004752432179537024,0.00011567071552728005,0.13481063348376968,0.13330578154081413,0.06589692495289325,0.06614990170005564
