scenario_id,mdp,regime,method,true_risky_success_prob,observed_risky_successes,observed_risky_failures,observed_risky_success_rate,exact_optimal_action,eval_greedy_action,chose_exact_optimal_action,eval_start_exact_value,eval_start_learned_value,value_mse,long_horizon_value_mse,value_overestimation_error,value_underestimation_error,q_calibration_error,q_overestimation_error,q_underestimation_error,policy_regret,mean_policy_regret,max_policy_regret,risky_action_selection_rate,learned_risky_q,learned_safe_q,exact_risky_q,exact_safe_q
safe_optimal__lucky_biased,risky_safe_optimal,lucky_biased,mc_plus_trl_log,0.25,6,2,0.75,safe,safe,True,0.7290000000000001,0.7290000000000001,0.008100000000000003,0.05062500000000002,0.0,0.45000000000000007,0.05625000000000001,0.45000000000000007,0.45000000000000007,0.0,0.0,0.0,0.0,0.675,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__lucky_only,risky_safe_optimal,lucky_only,mc_supervised,0.25,4,0,1.0,safe,risky,False,0.7290000000000001,0.9,0.01939464,0.1212165,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,0.07200000000000002,0.5040000000000001,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__lucky_only,risky_safe_optimal,lucky_only,trl_raw,0.25,4,0,1.0,safe,risky,False,0.7290000000000001,0.9,0.01939464,0.1212165,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,0.07200000000000002,0.5040000000000001,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__lucky_only,risky_safe_optimal,lucky_only,trl_log,0.25,4,0,1.0,safe,risky,False,0.7290000000000001,0.9,0.01939464,0.1212165,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,0.07200000000000002,0.5040000000000001,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__lucky_only,risky_safe_optimal,lucky_only,mc_plus_trl_log,0.25,4,0,1.0,safe,risky,False,0.7290000000000001,0.9,0.01939464,0.1212165,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,0.07200000000000002,0.5040000000000001,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__unlucky_biased,risky_safe_optimal,unlucky_biased,mc_supervised,0.25,1,7,0.125,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0005062500000000004,0.0031640625000000024,0.11250000000000004,0.0,0.014062500000000002,0.11250000000000004,0.1125,0.0,0.0,0.0,0.0,0.1125,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__unlucky_biased,risky_safe_optimal,unlucky_biased,trl_raw,0.25,1,7,0.125,safe,risky,False,0.7290000000000001,0.9,0.0031946399999999986,0.01996649999999999,0.22499999999999998,0.0,0.05625,0.675,0.0,0.5040000000000001,0.07200000000000002,0.5040000000000001,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__unlucky_biased,risky_safe_optimal,unlucky_biased,trl_log,0.25,1,7,0.125,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0005062499999999994,0.0031640624999999963,0.11249999999999993,0.0,0.014062499999999995,0.11249999999999993,0.11249999999999999,0.0,0.0,0.0,0.0,0.11250000000000002,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__unlucky_biased,risky_safe_optimal,unlucky_biased,mc_plus_trl_log,0.25,1,7,0.125,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0005062500000000004,0.0031640625000000024,0.11250000000000004,0.0,0.014062500000000002,0.11250000000000004,0.11249999999999999,0.0,0.0,0.0,0.0,0.11250000000000002,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__no_risky_success,risky_safe_optimal,no_risky_success,mc_supervised,0.25,0,8,0.0,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0020250000000000016,0.01265625000000001,0.2250000000000001,0.0,0.028125000000000004,0.2250000000000001,0.225,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__no_risky_success,risky_safe_optimal,no_risky_success,trl_raw,0.25,0,8,0.0,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0020249999999999995,0.012656249999999997,0.22499999999999998,0.0,0.028124999999999997,0.22499999999999998,0.225,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__no_risky_success,risky_safe_optimal,no_risky_success,trl_log,0.25,0,8,0.0,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0020249999999999995,0.012656249999999997,0.22499999999999998,0.0,0.028124999999999997,0.22499999999999998,0.225,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.225,0.7290000000000001
safe_optimal__no_risky_success,risky_safe_optimal,no_risky_success,mc_plus_trl_log,0.25,0,8,0.0,safe,safe,True,0.7290000000000001,0.7290000000000001,0.0020250000000000016,0.01265625000000001,0.2250000000000001,0.0,0.028125000000000004,0.2250000000000001,0.225,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.225,0.7290000000000001
risk_optimal__matched,risky_risk_optimal,matched,mc_supervised,0.9,9,1,0.9,risky,risky,True,0.81,0.8100000000000002,5.007417855406813e-34,3.129636159629258e-33,1.1102230246251565e-16,0.0,7.806255641895632e-18,1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,0.8100000000000002,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__matched,risky_risk_optimal,matched,trl_raw,0.9,9,1,0.9,risky,risky,True,0.81,0.9,0.026568000000000005,0.16605000000000003,0.81,0.0,0.05625,0.81,0.0,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__matched,risky_risk_optimal,matched,trl_log,0.9,9,1,0.9,risky,risky,True,0.81,0.81,3.0814879110195774e-35,1.925929944387236e-34,2.7755575615628914e-17,0.0,1.734723475976807e-18,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.0,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__matched,risky_risk_optimal,matched,mc_plus_trl_log,0.9,9,1,0.9,risky,risky,True,0.81,0.81,7.703719777548944e-36,4.81482486096809e-35,1.3877787807814457e-17,0.0,8.673617379884035e-19,1.3877787807814457e-17,0.0,0.0,0.0,0.0,1.0,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_biased,risky_risk_optimal,lucky_biased,mc_supervised,0.9,9,0,1.0,risky,risky,True,0.81,0.9000000000000001,0.0006480000000000006,0.004050000000000003,0.09000000000000008,0.08999999999999998,0.011250000000000003,0.09000000000000008,0.08999999999999998,0.0,0.0,0.0,1.0,0.9000000000000001,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_biased,risky_risk_optimal,lucky_biased,trl_raw,0.9,9,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_biased,risky_risk_optimal,lucky_biased,trl_log,0.9,9,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_biased,risky_risk_optimal,lucky_biased,mc_plus_trl_log,0.9,9,0,1.0,risky,risky,True,0.81,0.9000000000000001,0.0006480000000000006,0.004050000000000003,0.09000000000000008,0.08999999999999998,0.011250000000000003,0.09000000000000008,0.08999999999999998,0.0,0.0,0.0,1.0,0.9000000000000001,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_only,risky_risk_optimal,lucky_only,mc_supervised,0.9,4,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_only,risky_risk_optimal,lucky_only,trl_raw,0.9,4,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_only,risky_risk_optimal,lucky_only,trl_log,0.9,4,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__lucky_only,risky_risk_optimal,lucky_only,mc_plus_trl_log,0.9,4,0,1.0,risky,risky,True,0.81,0.9,0.0006479999999999997,0.004049999999999998,0.08999999999999997,0.08999999999999998,0.011249999999999996,0.08999999999999997,0.08999999999999998,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__unlucky_biased,risky_risk_optimal,unlucky_biased,mc_supervised,0.9,4,4,0.5,risky,safe,False,0.81,0.7290000000000001,0.00544644,0.03404025,0.36000000000000004,0.08099999999999996,0.045000000000000005,0.36000000000000004,0.36000000000000004,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.45,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__unlucky_biased,risky_risk_optimal,unlucky_biased,trl_raw,0.9,4,4,0.5,risky,risky,True,0.81,0.9,0.026568000000000005,0.16605000000000003,0.81,0.0,0.05625,0.81,0.0,0.0,0.0,0.0,1.0,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__unlucky_biased,risky_risk_optimal,unlucky_biased,trl_log,0.9,4,4,0.5,risky,safe,False,0.81,0.7290000000000001,0.005446440000000002,0.034040250000000015,0.3600000000000001,0.08099999999999996,0.045000000000000005,0.3600000000000001,0.36,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.45000000000000007,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__unlucky_biased,risky_risk_optimal,unlucky_biased,mc_plus_trl_log,0.9,4,4,0.5,risky,safe,False,0.81,0.7290000000000001,0.005446440000000002,0.034040250000000015,0.3600000000000001,0.08099999999999996,0.045000000000000005,0.3600000000000001,0.36,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.45000000000000007,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__no_risky_success,risky_risk_optimal,no_risky_success,mc_supervised,0.9,0,8,0.0,risky,safe,False,0.81,0.7290000000000001,0.02650644000000001,0.16566525000000007,0.8100000000000002,0.08099999999999996,0.10125,0.8100000000000002,0.81,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__no_risky_success,risky_risk_optimal,no_risky_success,trl_raw,0.9,0,8,0.0,risky,safe,False,0.81,0.7290000000000001,0.026506440000000006,0.16566525000000004,0.81,0.08099999999999996,0.10125,0.81,0.81,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__no_risky_success,risky_risk_optimal,no_risky_success,trl_log,0.9,0,8,0.0,risky,safe,False,0.81,0.7290000000000001,0.026506440000000006,0.16566525000000004,0.81,0.08099999999999996,0.10125,0.81,0.81,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal__no_risky_success,risky_risk_optimal,no_risky_success,mc_plus_trl_log,0.9,0,8,0.0,risky,safe,False,0.81,0.7290000000000001,0.02650644000000001,0.16566525000000007,0.8100000000000002,0.08099999999999996,0.10125,0.8100000000000002,0.81,0.08099999999999996,0.011571428571428566,0.08099999999999996,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
