mdp_id,tags,true_risky_success_prob,safe_length,risk_total_length_if_successful,risky_samples,observed_successes,observed_failures,observed_success_rate,family,seed,regime,method,estimated_action,exact_optimal_action,matches_exact_action,risky_action_selected,policy_regret,heldout_long_horizon_value_mse,all_pair_value_mse,risky_q_overestimation,risky_q_underestimation,risky_q_calibration_error,mean_abs_q_error,exact_start_safe_q,exact_start_risky_q,estimated_start_safe_q,estimated_start_risky_q
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,trl_log,risky,risky,True,True,0.0,4.874733914256402e-05,2.437366957128201e-05,0.013963858942651064,0.0,0.013963858942651064,0.001745482367831383,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.69255
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,empirical_model_dp,risky,risky,True,True,0.0,4.874733914256402e-05,2.437366957128201e-05,0.013963858942651064,0.0,0.013963858942651064,0.001745482367831383,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.69255
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,posterior_mean_model_dp,risky,risky,True,True,0.0,6.28759261776727e-05,3.143796308883635e-05,0.0,0.015858868330076104,0.015858868330076104,0.001982358541259513,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.6627272727272728
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,posterior_lower_q10_model_dp,risky,risky,True,True,0.0,0.0014327413914872196,0.0007163706957436098,0.0,0.07570314105734899,0.07570314105734899,0.009462892632168624,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.602883
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,posterior_trl_log,risky,risky,True,True,0.0,6.28759261776727e-05,3.143796308883635e-05,0.0,0.015858868330076104,0.015858868330076104,0.001982358541259513,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.6627272727272728
branch_chain_seed1,matched;risk_optimal,0.9308451866355951,5,3,20,19,1,0.95,branch_chain,1,matched_risk_optimal,posterior_mc_plus_trl_log,risky,risky,True,True,0.0,6.287592617767094e-05,3.143796308883547e-05,0.0,0.01585886833007588,0.01585886833007588,0.001982358541259527,0.5904900000000002,0.6785861410573489,0.5904900000000002,0.662727272727273
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,mc_supervised,safe,safe,True,False,0.0,0.36895494720080313,0.1581235488003442,0.0,0.38073170553870206,0.38073170553870206,0.2522616722198146,0.6561000000000001,0.38073170553870206,0.0,0.0
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,trl_raw,risky,safe,False,True,0.27536829446129807,0.0404302683089938,0.017327257846711627,0.34826829446129803,0.0,0.34826829446129803,0.049752613494471146,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.7290000000000001
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,trl_log,risky,safe,False,True,0.27536829446129807,0.0404302683089938,0.017327257846711627,0.34826829446129803,0.0,0.34826829446129803,0.049752613494471146,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.7290000000000001
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,empirical_model_dp,risky,safe,False,True,0.27536829446129807,0.0404302683089938,0.017327257846711627,0.34826829446129803,0.0,0.34826829446129803,0.049752613494471146,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.7290000000000001
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,posterior_mean_model_dp,safe,safe,True,False,0.0,0.01714128645762865,0.007346265624697992,0.22676829446129798,0.0,0.22676829446129798,0.03239547063732828,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.6075
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,posterior_lower_q10_model_dp,safe,safe,True,False,0.0,0.0020944346570713744,0.0008976148530305889,0.07926729446129799,0.0,0.07926729446129799,0.011323899208756856,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.45999900000000005
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,posterior_trl_log,safe,safe,True,False,0.0,0.01714128645762865,0.007346265624697992,0.22676829446129798,0.0,0.22676829446129798,0.03239547063732828,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.6075
branch_chain_seed2,lucky_only;safe_optimal;biased_coverage,0.5222657140448588,4,3,4,4,0,1.0,branch_chain,2,lucky_only_safe_optimal,posterior_mc_plus_trl_log,safe,safe,True,False,0.0,0.01714128645762865,0.007346265624697992,0.22676829446129798,0.0,0.22676829446129798,0.03239547063732828,0.6561000000000001,0.38073170553870206,0.6561000000000001,0.6075
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,mc_supervised,safe,risky,False,False,0.03649635014451058,0.4805326380778327,0.41538541631907117,0.0,0.6925963501445107,0.6925963501445107,0.541099478592073,0.6561000000000001,0.6925963501445107,0.0,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,trl_raw,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,trl_log,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,empirical_model_dp,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,posterior_mean_model_dp,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,posterior_lower_q10_model_dp,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,posterior_trl_log,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed3,no_success;risk_optimal;biased_coverage,0.9500635804451448,4,3,8,0,8,0.0,branch_chain,3,no_success_risk_optimal,posterior_mc_plus_trl_log,safe,risky,False,False,0.03649635014451058,0.15989656807783256,0.27796995774764255,0.0,0.6925963501445107,0.6925963501445107,0.3432280500206444,0.6561000000000001,0.6925963501445107,0.6561000000000001,0.0
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,mc_supervised,safe,risky,False,False,0.014693187839722954,0.41920833523596257,0.20960416761798129,0.0,0.6051831878397231,0.6051831878397231,0.32259664847996544,0.5904900000000002,0.6051831878397231,0.0,0.0
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,trl_raw,risky,risky,True,True,0.0,0.003832650743383327,0.0019163253716916635,0.12381681216027696,0.0,0.12381681216027696,0.01547710152003462,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.7290000000000001
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,trl_log,safe,risky,False,False,0.014693187839722954,0.0008536093602780899,0.00042680468013904494,0.0,0.058433187839723066,0.058433187839723066,0.007304148479965383,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.5467500000000001
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,empirical_model_dp,safe,risky,False,False,0.014693187839722954,0.0008536093602780899,0.00042680468013904494,0.0,0.058433187839723066,0.058433187839723066,0.007304148479965383,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.5467500000000001
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,posterior_mean_model_dp,safe,risky,False,False,0.014693187839722954,0.0035511580659096796,0.0017755790329548398,0.0,0.11918318783972309,0.11918318783972309,0.014897898479965387,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.48600000000000004
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,posterior_lower_q10_model_dp,safe,risky,False,False,0.014693187839722954,0.02276679440206598,0.01138339720103299,0.0,0.3017733878397231,0.3017733878397231,0.037721673479965384,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.30340980000000006
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,posterior_trl_log,safe,risky,False,False,0.014693187839722954,0.0035511580659096796,0.0017755790329548398,0.0,0.11918318783972309,0.11918318783972309,0.014897898479965387,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.48600000000000004
branch_chain_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8301552645263691,5,3,4,3,1,0.75,branch_chain,4,sparse_prior_dependent_risk_optimal,posterior_mc_plus_trl_log,safe,risky,False,False,0.014693187839722954,0.0035511580659096796,0.0017755790329548398,0.0,0.11918318783972309,0.11918318783972309,0.014897898479965387,0.5904900000000002,0.6051831878397231,0.5904900000000002,0.48600000000000004
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,mc_supervised,safe,safe,True,False,0.0,0.43419147599909713,0.21709573799954857,0.0,0.4933727738702126,0.4933727738702126,0.32593409673377666,0.6561000000000001,0.4933727738702126,0.0,0.0
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,trl_raw,risky,safe,False,True,0.16272722612978752,0.013880047423404502,0.006940023711702251,0.23562722612978748,0.0,0.23562722612978748,0.029453403266223435,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.7290000000000001
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,trl_log,safe,safe,True,False,0.0,1.3589448635322302e-05,6.794724317661151e-06,0.0,0.007372773870212568,0.007372773870212568,0.000921596733776571,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.48600000000000004
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,empirical_model_dp,safe,safe,True,False,0.0,1.3589448635322302e-05,6.794724317661151e-06,0.0,0.007372773870212568,0.007372773870212568,0.000921596733776571,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.48600000000000004
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,posterior_mean_model_dp,safe,safe,True,False,0.0,0.0001528921953354826,7.64460976677413e-05,0.0,0.02472991672735536,0.02472991672735536,0.00309123959091942,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.46864285714285725
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,posterior_lower_q10_model_dp,safe,safe,True,False,0.0,0.0053239914699119385,0.0026619957349559692,0.0,0.14593137387021254,0.14593137387021254,0.018241421733776568,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.34744140000000007
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,posterior_trl_log,safe,safe,True,False,0.0,0.0001528921953354826,7.64460976677413e-05,0.0,0.02472991672735536,0.02472991672735536,0.00309123959091942,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.46864285714285725
stochastic_stitching_seed0,matched;safe_optimal,0.6767802110702504,4,3,12,8,4,0.6666666666666666,stochastic_stitching,0,matched_safe_optimal,posterior_mc_plus_trl_log,safe,safe,True,False,0.0,0.00015289219533548193,7.644609766774097e-05,0.0,0.024729916727355306,0.024729916727355306,0.0030912395909194826,0.6561000000000001,0.4933727738702126,0.6561000000000001,0.4686428571428573
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,mc_supervised,safe,risky,False,False,0.08065391613765216,0.45849236125371695,0.2547179784742872,0.0,0.6711439161376523,0.6711439161376523,0.375081546237517,0.5904900000000002,0.6711439161376523,0.0,0.0
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,trl_raw,risky,risky,True,True,0.0,0.0006694652879774032,0.0003719251599874462,0.05785608386234775,0.0,0.05785608386234775,0.006428453762483083,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.7290000000000001
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,trl_log,risky,risky,True,True,0.0,4.5263882551342544e-05,2.5146601417412524e-05,0.0,0.015043916137652213,0.015043916137652213,0.0016715462375169127,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.6561000000000001
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,empirical_model_dp,risky,risky,True,True,0.0,4.5263882551342544e-05,2.5146601417412524e-05,0.0,0.015043916137652213,0.015043916137652213,0.0016715462375169127,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.6561000000000001
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,posterior_mean_model_dp,risky,risky,True,True,0.0,0.00034533047892533887,0.00019185026606963272,0.0,0.04155300704674325,0.04155300704674325,0.004617000782971472,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.6295909090909091
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,posterior_lower_q10_model_dp,safe,risky,False,False,0.08065391613765216,0.0025416067984804225,0.001412003776933568,0.0,0.11272991613765226,0.11272991613765226,0.012525546237516918,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.5584140000000001
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,posterior_trl_log,risky,risky,True,True,0.0,0.00034533047892533887,0.00019185026606963272,0.0,0.04155300704674325,0.04155300704674325,0.004617000782971472,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.6295909090909091
stochastic_stitching_seed1,matched;risk_optimal,0.9206363733026781,5,3,20,18,2,0.9,stochastic_stitching,1,matched_risk_optimal,posterior_mc_plus_trl_log,risky,risky,True,True,0.0,0.0003453304789253352,0.00019185026606963066,0.0,0.04155300704674303,0.04155300704674303,0.004617000782971497,0.5904900000000002,0.6711439161376523,0.5904900000000002,0.6295909090909093
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,mc_supervised,safe,safe,True,False,0.0,0.4134569295713493,0.20672846478567464,0.0,0.40059768881684354,0.40059768881684354,0.3143372111021055,0.6561000000000001,0.40059768881684354,0.0,0.0
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,trl_raw,risky,safe,False,True,0.2555023111831566,0.026962019497609697,0.013481009748804848,0.32840231118315655,0.0,0.32840231118315655,0.04105028889789457,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.7290000000000001
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,trl_log,risky,safe,False,True,0.2555023111831566,0.026962019497609697,0.013481009748804848,0.32840231118315655,0.0,0.32840231118315655,0.04105028889789457,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.7290000000000001
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,empirical_model_dp,risky,safe,False,True,0.2555023111831566,0.026962019497609697,0.013481009748804848,0.32840231118315655,0.0,0.32840231118315655,0.04105028889789457,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.7290000000000001
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,posterior_mean_model_dp,safe,safe,True,False,0.0,0.010702141593232932,0.005351070796616466,0.2069023111831565,0.0,0.2069023111831565,0.025862788897894562,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.6075
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,posterior_lower_q10_model_dp,safe,safe,True,False,0.0,0.0008821289425695484,0.0004410644712847742,0.0594013111831565,0.0,0.0594013111831565,0.007425163897894563,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.45999900000000005
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,posterior_trl_log,safe,safe,True,False,0.0,0.010702141593232932,0.005351070796616466,0.2069023111831565,0.0,0.2069023111831565,0.025862788897894562,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.6075
stochastic_stitching_seed2,lucky_only;safe_optimal;biased_coverage,0.5495167199133656,4,3,4,4,0,1.0,stochastic_stitching,2,lucky_only_safe_optimal,posterior_mc_plus_trl_log,safe,safe,True,False,0.0,0.010702141593232942,0.005351070796616471,0.2069023111831566,0.0,0.2069023111831566,0.025862788897894604,0.6561000000000001,0.40059768881684354,0.6561000000000001,0.6075000000000002
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,mc_supervised,safe,risky,False,False,0.05665055965154009,0.500340642570896,0.250170321285448,0.0,0.7127505596515402,0.7127505596515402,0.35335631995644257,0.6561000000000001,0.7127505596515402,0.0,0.0
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,trl_raw,safe,risky,False,False,0.05665055965154009,0.12700334007089595,0.06350167003544797,0.0,0.7127505596515402,0.7127505596515402,0.08909381995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.0
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,trl_log,safe,risky,False,False,0.05665055965154009,0.12700334007089595,0.06350167003544797,0.0,0.7127505596515402,0.7127505596515402,0.08909381995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.0
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,empirical_model_dp,safe,risky,False,False,0.05665055965154009,0.12700334007089595,0.06350167003544797,0.0,0.7127505596515402,0.7127505596515402,0.08909381995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.0
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,posterior_mean_model_dp,safe,risky,False,False,0.05665055965154009,0.10235218467159732,0.05117609233579866,0.0,0.6398505596515403,0.6398505596515403,0.07998131995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.07290000000000002
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,posterior_lower_q10_model_dp,safe,risky,False,False,0.05665055965154009,0.1239562280999887,0.06197811404999435,0.0,0.7041483596515402,0.7041483596515402,0.08801854495644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.0086022
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,posterior_trl_log,safe,risky,False,False,0.05665055965154009,0.10235218467159732,0.05117609233579866,0.0,0.6398505596515403,0.6398505596515403,0.07998131995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.07290000000000002
stochastic_stitching_seed3,no_success;risk_optimal;biased_coverage,0.9777099583697396,4,3,8,0,8,0.0,stochastic_stitching,3,no_success_risk_optimal,posterior_mc_plus_trl_log,safe,risky,False,False,0.05665055965154009,0.10235218467159732,0.05117609233579866,0.0,0.6398505596515403,0.6398505596515403,0.07998131995644253,0.6561000000000001,0.7127505596515402,0.6561000000000001,0.07290000000000002
stochastic_stitching_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8277529544187165,5,3,4,3,1,0.75,stochastic_stitching,4,sparse_prior_dependent_risk_optimal,mc_supervised,safe,risky,False,False,0.012941903771244267,0.4412315425177978,0.24512863473210988,0.0,0.6034319037712444,0.6034319037712444,0.36755798930791606,0.5904900000000002,0.6034319037712444,0.0,0.0
stochastic_stitching_seed4,ambiguous;prior_dependent;risk_optimal;sparse_coverage,0.8277529544187165,5,3,4,3,1,0.75,stochastic_stitching,4,sparse_prior_dependent_risk_optimal,trl_raw,risky,risky,True,True,0.0,0.0031534693581028077,0.0017519274211682265,0.12556809622875564,0.0,0.12556809622875564,0.01395201069208396,0.5904900000000002,0.6034319037712444,0.5904900000000002,0.7290000000000001
